"place_id","place_name","latitude","longitude","category","category_label","city","state","district","address","tags","ratings","reviews","entry_fee","visit_duration_hours","budget","luxory","best_for","best_season","description","opening_hours","website","phone","source","source_file"
"OPE_1911011471","Axis Bank","18.513774","73.861734","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_1911012777","Axis Bank","18.515268","73.865917","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2428952229","Axis Bank","18.530024","73.83652","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2428955600","Axis Bank","18.533908","73.833708","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_4677974490","Axis Bank","18.516442","73.850014","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_5122330523","Axis Bank","18.515786","73.853848","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_5554773708","Axis Bank","18.532271","73.849237","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_5918828049","Axis Bank","18.524073","73.906149","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6184010097","Axis Bank","18.539789","73.892277","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6184010102","Axis Bank","18.539369","73.899395","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6201762553","Axis Bank","18.523109","73.841182","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2183587172","Axis Bank","18.561879","73.930822","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2183587174","Axis Bank","18.552718","73.93758","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_10747814972","Axis Bank","18.59054","73.906273","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_13385606609","Axis Bank","18.590131","73.862795","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.3","135","970","3.5","mid-range","no","couple","Summer","Axis Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_12386185001","Axis Bank Loan Center","18.562795","73.807651","bank_atm","Utility stop","Pune","Maharashtra","Pune","Axis Bank Loan Center, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.5","502","840","1.5","mid-range","no","single","Winter","Axis Bank Loan Center is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_11110340000","Bandhan Bank","18.553524","73.808378","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bandhan Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.7","414","160","3","budget","no","single","Summer","Bandhan Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_5832438813","Bandhan Bank","18.518096","73.834271","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bandhan Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.7","414","160","3","budget","no","single","Summer","Bandhan Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6186406673","Bandhan Bank","18.544769","73.911544","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bandhan Bank, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.7","414","160","3","budget","no","single","Summer","Bandhan Bank is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_11292633357","Bank Of Baroda","18.44305","73.780809","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_10576238393","Bank Of Baroda","18.470778","73.889205","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_352754613","Bank Of Baroda","18.47016","73.889247","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_670298363","Bank Of Baroda","18.565908","73.771544","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_763552839","Bank Of Baroda","18.554448","73.798741","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_1271226874","Bank Of Baroda","18.510164","73.820384","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_3022118147","Bank Of Baroda","18.529144","73.83014","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_3022118157","Bank Of Baroda","18.52913","73.830153","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6130922029","Bank Of Baroda","18.564348","73.802722","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6130922030","Bank Of Baroda","18.56438","73.802719","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_13142331889","Bank Of Baroda","18.510275","73.818507","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_13418325180","Bank Of Baroda","18.566613","73.770513","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_1182849579","Bank Of Baroda","18.540741","73.836478","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2859985517","Bank Of Baroda","18.51293","73.839602","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2859985547","Bank Of Baroda","18.520012","73.852747","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_5832438805","Bank Of Baroda","18.517994","73.836889","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6186406658","Bank Of Baroda","18.546489","73.901434","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_12651970688","Bank Of Baroda","18.561788","73.836536","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_13433002500","Bank Of Baroda","18.508671","73.846061","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_1080909858","Bank Of Baroda","18.542028","73.83583","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Baroda, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.6","528","100","4","luxury","yes","family","Summer","Bank Of Baroda is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_11811152409","Bank Of India","18.464935","73.77417","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2784701543","Bank Of India","18.516018","73.815655","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2784706446","Bank Of India","18.509307","73.814256","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2787987411","Bank Of India","18.503211","73.820065","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_3022118146","Bank Of India","18.554878","73.800944","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_6199355639","Bank Of India","18.564108","73.813165","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_12806062620","Bank Of India","18.554711","73.798737","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_1432747068","Bank Of India","18.540984","73.817318","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_2183569903","Bank Of India","18.56503","73.916144","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_3642844984","Bank Of India","18.5364","73.898648","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_3657496170","Bank Of India","18.523593","73.841308","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_3657511938","Bank Of India","18.523547","73.841302","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_5832547679","Bank Of India","18.503535","73.855659","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.6","428","300","3","budget","no","family","Winter","Bank Of India is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_13417412808","Bank Of India,Koregaon Park Branch","18.541615","73.886201","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of India,Koregaon Park Branch, Pune, Pune, Maharashtra","banking|atm|essential|cash","4.9","246","280","3","luxury","yes","single","Summer","Bank Of India,Koregaon Park Branch is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
"OPE_1311585649","Bank Of Maharashtra","18.478832","73.824041","bank_atm","Utility stop","Pune","Maharashtra","Pune","Bank Of Maharashtra, Pune, Pune, Maharashtra","banking|atm|essential|cash","3.8","375","770","1","budget","no","couple","Monsoon","Bank Of Maharashtra is a dummy travel entry for dataset preparation.","09:00-18:00","N/A","N/A","dummy_enrichment","places_dataset_new.csv"
